"","City","Category","Profit","Sales","Segment","Order Date","Sub-Category"
"7494","Houston","Furniture","-$66","$512","Consumer",2017-02-09,"Tables"
"7495","Houston","Office Supplies","-$4","$2","Consumer",2017-02-09,"Appliances"
"7496","Westminster","Office Supplies","$1","$4","Consumer",2017-02-07,"Binders"
"7497","Westminster","Furniture","$50","$277","Consumer",2017-02-07,"Furnishings"
"7498","Westminster","Office Supplies","$2","$5","Consumer",2017-02-07,"Fasteners"
"7499","Westminster","Office Supplies","$21","$72","Consumer",2017-02-07,"Art"
"7500","Westminster","Furniture","$8","$19","Consumer",2017-02-07,"Furnishings"
"7501","Westminster","Technology","$20","$141","Consumer",2017-02-07,"Accessories"
"7502","Westminster","Technology","$53","$470","Consumer",2017-02-07,"Phones"
"7503","Los Angeles","Office Supplies","$2","$6","Consumer",2017-02-03,"Art"
"7504","Los Angeles","Technology","$19","$165","Consumer",2017-02-03,"Phones"
"7505","Atlantic City","Office Supplies","$12","$23","Corporate",2016-02-01,"Envelopes"
"7506","Skokie","Office Supplies","-$19","$12","Consumer",2017-02-06,"Binders"
"7507","San Francisco","Technology","$5","$46","Consumer",2014-02-11,"Phones"
"7508","San Francisco","Office Supplies","$105","$363","Consumer",2014-02-11,"Storage"
"7509","Columbus","Office Supplies","$3","$9","Consumer",2017-02-07,"Paper"
"7510","Columbus","Technology","-$378","$1,890","Consumer",2017-02-07,"Phones"
"7511","Columbus","Office Supplies","$5","$62","Consumer",2017-02-07,"Storage"
"7512","Columbus","Furniture","$149","$397","Consumer",2017-02-07,"Furnishings"
"7513","Columbus","Office Supplies","$18","$239","Consumer",2017-02-07,"Storage"
"7514","Columbus","Office Supplies","$2","$13","Consumer",2017-02-07,"Art"
"7515","Richmond","Office Supplies","$14","$29","Consumer",2017-02-12,"Binders"
"7516","Richmond","Office Supplies","$62","$215","Consumer",2017-02-12,"Appliances"
"7517","Richmond","Office Supplies","$7","$16","Consumer",2017-02-12,"Binders"
"7518","Richmond","Technology","$48","$146","Consumer",2017-02-12,"Accessories"
"7519","Richmond","Office Supplies","$1","$15","Consumer",2017-02-12,"Storage"
"7520","Richmond","Office Supplies","$3","$6","Consumer",2017-02-12,"Labels"
"7521","Richmond","Technology","$630","$1,400","Consumer",2017-02-12,"Copiers"
"7522","Lancaster","Office Supplies","-$7","$9","Consumer",2016-02-09,"Binders"
"7523","Lancaster","Office Supplies","-$6","$9","Consumer",2016-02-09,"Binders"
"7524","Lancaster","Furniture","-$1","$85","Consumer",2016-02-09,"Chairs"
"7525","Gresham","Office Supplies","$8","$22","Consumer",2014-02-09,"Envelopes"
"7526","Gresham","Furniture","$149","$1,487","Consumer",2014-02-09,"Chairs"
"7527","San Francisco","Office Supplies","$33","$72","Corporate",2017-02-09,"Envelopes"
"7528","San Francisco","Furniture","$3","$9","Corporate",2017-02-09,"Furnishings"
"7529","San Francisco","Office Supplies","$16","$36","Corporate",2017-02-09,"Paper"
"7530","San Francisco","Office Supplies","$6","$17","Corporate",2017-02-09,"Binders"
"7531","San Francisco","Office Supplies","$314","$931","Corporate",2017-02-09,"Binders"
"7532","Longmont","Furniture","-$13","$266","Consumer",2016-02-06,"Furnishings"
"7533","Longmont","Furniture","$54","$483","Consumer",2016-02-06,"Chairs"
"7534","Greenville","Furniture","-$22","$197","Consumer",2017-02-02,"Chairs"
"7535","Greenville","Furniture","$6","$232","Consumer",2017-02-02,"Bookcases"
"7536","Los Angeles","Office Supplies","$8","$30","Corporate",2017-02-03,"Supplies"
"7537","Houston","Furniture","-$14","$14","Consumer",2017-02-12,"Furnishings"
"7538","San Francisco","Office Supplies","$33","$71","Consumer",2016-02-02,"Paper"
"7539","Denver","Office Supplies","$13","$114","Corporate",2017-02-12,"Storage"
"7540","Denver","Office Supplies","-$24","$37","Corporate",2017-02-12,"Binders"
"7541","Denver","Furniture","-$364","$242","Corporate",2017-02-12,"Bookcases"
"7542","Denver","Technology","$5","$50","Corporate",2017-02-12,"Phones"
"7543","Denver","Furniture","$0","$509","Corporate",2017-02-12,"Furnishings"
"7544","Denver","Technology","-$14","$57","Corporate",2017-02-12,"Phones"
"7545","Denver","Furniture","$68","$907","Corporate",2017-02-12,"Chairs"
"7546","Huntsville","Technology","$72","$720","Corporate",2014-02-10,"Phones"
"7547","Huntsville","Technology","$66","$756","Corporate",2014-02-10,"Phones"
"7548","Huntsville","Office Supplies","-$19","$12","Corporate",2014-02-10,"Binders"
"7549","Huntsville","Office Supplies","-$2","$1","Corporate",2014-02-10,"Binders"
"7550","Houston","Furniture","-$12","$21","Corporate",2016-02-09,"Furnishings"
"7551","New York City","Office Supplies","$17","$35","Corporate",2014-02-11,"Envelopes"
"7552","New York City","Technology","$217","$834","Corporate",2014-02-11,"Phones"
"7553","New York City","Office Supplies","$5","$13","Corporate",2014-02-11,"Binders"
"7554","New York City","Office Supplies","$12","$26","Corporate",2014-02-11,"Paper"
"7555","Philadelphia","Furniture","-$217","$350","Consumer",2014-02-05,"Bookcases"
"7556","Philadelphia","Office Supplies","$5","$22","Consumer",2014-02-05,"Art"
"7557","Columbus","Office Supplies","$73","$158","Corporate",2017-02-11,"Paper"
"7558","Columbus","Office Supplies","$224","$498","Corporate",2017-02-11,"Binders"
"7559","Long Beach","Office Supplies","$155","$534","Consumer",2014-02-11,"Appliances"
"7560","Long Beach","Office Supplies","$82","$168","Consumer",2014-02-11,"Paper"
"7561","Long Beach","Furniture","$10","$32","Consumer",2014-02-11,"Furnishings"
"7562","Lancaster","Furniture","$0","$171","Consumer",2016-02-12,"Chairs"
"7563","Chicago","Furniture","$0","$199","Consumer",2016-02-09,"Bookcases"
"7564","Denver","Technology","$14","$64","Home Office",2017-02-10,"Accessories"
"7565","Seattle","Furniture","-$60","$435","Consumer",2016-02-01,"Chairs"
"7566","Seattle","Furniture","$8","$49","Consumer",2016-02-01,"Bookcases"
"7567","Houston","Technology","$8","$48","Corporate",2017-02-04,"Accessories"
"7568","Houston","Office Supplies","$7","$21","Corporate",2017-02-04,"Paper"
"7569","Los Angeles","Office Supplies","$12","$26","Consumer",2014-02-12,"Art"
"7570","Los Angeles","Office Supplies","$23","$49","Consumer",2014-02-12,"Paper"
"7571","Los Angeles","Office Supplies","$7","$15","Consumer",2014-02-12,"Fasteners"
"7572","Newport News","Office Supplies","$10","$195","Corporate",2014-02-10,"Storage"
"7573","Newport News","Furniture","$112","$591","Corporate",2014-02-10,"Tables"
"7574","Newport News","Office Supplies","$1","$3","Corporate",2014-02-10,"Art"
"7575","Los Angeles","Office Supplies","$4","$222","Corporate",2015-02-12,"Storage"
"7576","Los Angeles","Technology","$40","$236","Corporate",2015-02-12,"Accessories"
"7577","Seattle","Technology","$15","$42","Corporate",2014-02-11,"Accessories"
"7578","Seattle","Technology","$5","$53","Corporate",2014-02-11,"Phones"
"7579","Omaha","Furniture","$113","$564","Home Office",2016-02-12,"Chairs"
"7580","Morristown","Office Supplies","$735","$2,625","Consumer",2015-02-11,"Appliances"
"7581","Morristown","Office Supplies","$4","$18","Consumer",2015-02-11,"Art"
"7582","Philadelphia","Office Supplies","$16","$423","Consumer",2015-02-08,"Storage"
"7583","New York City","Furniture","$3","$128","Corporate",2015-02-04,"Chairs"
"7584","Springfield","Technology","$910","$3,500","Corporate",2014-02-03,"Phones"
"7585","Springfield","Office Supplies","$7","$14","Corporate",2014-02-03,"Labels"
"7586","Springfield","Office Supplies","$60","$123","Corporate",2014-02-03,"Paper"
"7587","Springfield","Office Supplies","$3","$9","Corporate",2014-02-03,"Art"
"7588","Springfield","Office Supplies","$59","$123","Corporate",2014-02-03,"Binders"
"7589","Roseville","Furniture","$5","$17","Consumer",2017-02-11,"Furnishings"
"7590","Rockford","Office Supplies","$13","$129","Consumer",2015-02-09,"Art"
"7591","Philadelphia","Furniture","$12","$58","Consumer",2016-02-09,"Furnishings"
"7592","Philadelphia","Furniture","-$19","$71","Consumer",2016-02-09,"Chairs"
"7593","Philadelphia","Office Supplies","$1","$8","Consumer",2016-02-09,"Art"
"7594","Philadelphia","Furniture","-$63","$887","Consumer",2016-02-09,"Chairs"
"7595","Detroit","Office Supplies","$70","$147","Consumer",2017-02-04,"Binders"
"7596","Detroit","Office Supplies","$18","$37","Consumer",2017-02-04,"Binders"
"7597","Los Angeles","Technology","$23","$226","Corporate",2015-02-06,"Phones"
"7598","Springfield","Office Supplies","$0","$5","Consumer",2014-02-09,"Art"
"7599","Springfield","Office Supplies","$5","$38","Consumer",2014-02-09,"Art"
"7600","Springfield","Office Supplies","$13","$40","Consumer",2014-02-09,"Paper"
"7601","Springfield","Technology","-$22","$30","Consumer",2014-02-09,"Machines"
"7602","Springfield","Office Supplies","$46","$149","Consumer",2014-02-09,"Paper"
"7603","Springfield","Technology","$17","$56","Consumer",2014-02-09,"Accessories"
"7604","Providence","Office Supplies","$6","$13","Corporate",2016-02-07,"Paper"
"7605","Chicago","Furniture","-$33","$25","Consumer",2016-02-05,"Furnishings"
"7606","Chicago","Furniture","-$2","$6","Consumer",2016-02-05,"Furnishings"
"7607","Chicago","Office Supplies","$97","$1,297","Consumer",2016-02-05,"Storage"
"7608","Dallas","Office Supplies","$20","$264","Consumer",2017-02-12,"Storage"
"7609","San Francisco","Office Supplies","$12","$26","Consumer",2017-02-05,"Paper"
"7610","San Francisco","Office Supplies","$7","$23","Consumer",2017-02-05,"Art"
"7611","Moreno Valley","Office Supplies","$9","$19","Consumer",2014-02-02,"Paper"
"7612","Garden City","Office Supplies","$4","$10","Consumer",2015-02-02,"Paper"
"7613","Garden City","Office Supplies","$2","$6","Consumer",2015-02-02,"Fasteners"
"7614","Garden City","Office Supplies","$2","$6","Consumer",2015-02-02,"Art"
"7615","New York City","Furniture","$5","$15","Consumer",2015-02-08,"Furnishings"
"7616","Orlando","Office Supplies","-$4","$7","Corporate",2014-02-11,"Binders"
"7617","Watertown","Office Supplies","$9","$19","Consumer",2016-02-12,"Paper"
"7618","Watertown","Office Supplies","$221","$680","Consumer",2016-02-12,"Binders"
"7619","Los Angeles","Furniture","$9","$190","Corporate",2017-02-10,"Tables"
"7620","Los Angeles","Technology","$7","$72","Corporate",2017-02-10,"Phones"
"7621","Los Angeles","Technology","$47","$540","Consumer",2014-02-11,"Phones"
"7622","Los Angeles","Furniture","$54","$725","Consumer",2014-02-11,"Chairs"
"7623","Los Angeles","Office Supplies","$3","$7","Consumer",2014-02-11,"Art"
"7624","Newark","Office Supplies","$11","$39","Home Office",2014-02-07,"Appliances"
"7625","Detroit","Office Supplies","$246","$851","Home Office",2015-02-05,"Appliances"
"7626","Detroit","Furniture","$20","$75","Home Office",2015-02-05,"Furnishings"
"7627","Phoenix","Office Supplies","$28","$326","Corporate",2015-02-11,"Appliances"
"7628","Phoenix","Technology","-$1","$23","Corporate",2015-02-11,"Accessories"
"7629","Phoenix","Office Supplies","$5","$17","Corporate",2015-02-11,"Labels"
"7630","Brownsville","Office Supplies","$113","$336","Home Office",2014-02-03,"Envelopes"
"7631","Brownsville","Technology","$88","$252","Home Office",2014-02-03,"Phones"
"7632","Brownsville","Furniture","-$9","$127","Home Office",2014-02-03,"Chairs"
"7633","Louisville","Furniture","$314","$1,208","Consumer",2017-02-12,"Chairs"
"7634","Louisville","Office Supplies","$6","$13","Consumer",2017-02-12,"Binders"
"7635","Louisville","Office Supplies","$10","$35","Consumer",2017-02-12,"Art"
"7636","Louisville","Furniture","$87","$301","Consumer",2017-02-12,"Chairs"
"7637","Louisville","Furniture","$78","$259","Consumer",2017-02-12,"Chairs"
"7638","Newark","Office Supplies","$15","$60","Corporate",2017-02-03,"Art"
"7639","Newark","Office Supplies","$27","$58","Corporate",2017-02-03,"Envelopes"
"7640","Newark","Furniture","$102","$442","Corporate",2017-02-03,"Bookcases"
"7641","Newark","Office Supplies","$33","$68","Corporate",2017-02-03,"Paper"
"7642","Pueblo","Technology","-$938","$704","Home Office",2016-02-10,"Machines"
"7643","Pueblo","Office Supplies","-$15","$18","Home Office",2016-02-10,"Binders"
"7644","Pueblo","Office Supplies","-$9","$12","Home Office",2016-02-10,"Binders"
"7645","Pueblo","Technology","$1","$68","Home Office",2016-02-10,"Accessories"
"7646","Los Angeles","Furniture","$89","$892","Corporate",2015-02-04,"Chairs"
"7647","Greenville","Technology","-$572","$1,300","Consumer",2014-02-09,"Machines"
"7648","San Francisco","Office Supplies","$2","$5","Corporate",2016-02-03,"Binders"
"7649","San Francisco","Furniture","$85","$1,352","Corporate",2016-02-03,"Chairs"
"7650","Marion","Furniture","-$465","$1,549","Corporate",2015-02-12,"Tables"
"7651","Marion","Office Supplies","$7","$20","Corporate",2015-02-12,"Envelopes"
"7652","Dallas","Technology","-$13","$119","Consumer",2017-02-08,"Accessories"
"7653","Dallas","Office Supplies","-$25","$118","Consumer",2017-02-08,"Storage"
"7654","Huntsville","Office Supplies","$5","$20","Corporate",2015-02-03,"Art"
"7655","Las Vegas","Furniture","$29","$81","Consumer",2015-02-11,"Furnishings"
"7656","Las Vegas","Office Supplies","$12","$26","Consumer",2015-02-11,"Paper"
"7657","Los Angeles","Office Supplies","$31","$107","Home Office",2014-02-04,"Appliances"
"7658","Los Angeles","Furniture","$77","$188","Home Office",2014-02-04,"Furnishings"
"7659","Lakewood","Office Supplies","-$54","$77","Home Office",2017-02-07,"Binders"
"7660","Fremont","Office Supplies","$26","$54","Corporate",2017-02-06,"Binders"
"7661","Huntsville","Furniture","-$54","$77","Consumer",2014-02-01,"Furnishings"
"7662","Huntsville","Office Supplies","-$18","$10","Consumer",2014-02-01,"Binders"
"7663","Los Angeles","Office Supplies","$26","$99","Consumer",2017-02-09,"Art"
"7664","Asheville","Office Supplies","$3","$16","Consumer",2017-02-09,"Art"
"7665","Bossier City","Furniture","$10","$130","Corporate",2014-02-10,"Furnishings"
"7666","Providence","Office Supplies","$14","$30","Home Office",2016-02-10,"Binders"
"7667","Providence","Technology","$2,592","$5,400","Home Office",2016-02-10,"Copiers"
"7668","Providence","Office Supplies","$35","$119","Home Office",2016-02-10,"Storage"
"7669","Everett","Office Supplies","$19","$40","Home Office",2015-02-11,"Paper"
"7670","Everett","Office Supplies","$28","$60","Home Office",2015-02-11,"Paper"
"7671","Everett","Technology","$88","$260","Home Office",2015-02-11,"Accessories"
"7672","Everett","Furniture","$32","$171","Home Office",2015-02-11,"Bookcases"
"7673","Everett","Furniture","$5","$39","Home Office",2015-02-11,"Furnishings"
"7674","Everett","Office Supplies","$70","$155","Home Office",2015-02-11,"Paper"
"7675","Everett","Furniture","$0","$446","Home Office",2015-02-11,"Tables"
"7676","Rancho Cucamonga","Office Supplies","$41","$153","Consumer",2017-02-05,"Appliances"
"7677","Charlotte","Technology","$5","$23","Consumer",2014-02-10,"Accessories"
"7678","Providence","Office Supplies","$92","$196","Home Office",2014-02-12,"Paper"
"7679","Providence","Office Supplies","$7","$15","Home Office",2014-02-12,"Paper"
"7680","Providence","Technology","$743","$1,688","Home Office",2014-02-12,"Accessories"
"7681","Providence","Furniture","$79","$342","Home Office",2014-02-12,"Bookcases"
"7682","Providence","Furniture","$151","$606","Home Office",2014-02-12,"Chairs"
"7683","Midland","Office Supplies","$41","$187","Home Office",2015-02-04,"Appliances"
"7684","Midland","Office Supplies","$1,906","$3,813","Home Office",2015-02-04,"Binders"
"7685","Rochester","Office Supplies","$10","$26","Consumer",2015-02-02,"Binders"
"7686","Rochester","Technology","$188","$626","Consumer",2015-02-02,"Phones"
"7687","Jackson","Furniture","$329","$1,569","Corporate",2016-02-11,"Tables"
"7688","Jackson","Office Supplies","$8","$17","Corporate",2016-02-11,"Binders"
"7689","Jackson","Technology","$62","$160","Corporate",2016-02-11,"Accessories"
"7690","Suffolk","Office Supplies","$50","$180","Corporate",2017-02-07,"Appliances"
"7691","Suffolk","Furniture","$157","$873","Corporate",2017-02-07,"Tables"
"7692","Suffolk","Office Supplies","$6","$13","Corporate",2017-02-07,"Paper"
"7693","Brentwood","Office Supplies","$44","$89","Consumer",2014-02-12,"Labels"
"7694","Brentwood","Technology","$36","$320","Consumer",2014-02-12,"Phones"
"7695","Seattle","Furniture","$15","$168","Consumer",2016-02-03,"Chairs"
"7696","Houston","Office Supplies","$59","$164","Home Office",2017-02-07,"Paper"
"7697","Houston","Office Supplies","-$8","$5","Home Office",2017-02-07,"Binders"
"7698","Lawrence","Technology","$468","$1,200","Home Office",2017-02-12,"Copiers"
"7699","Lawrence","Office Supplies","$2","$74","Home Office",2017-02-12,"Storage"
"7700","Lawrence","Office Supplies","$7","$26","Home Office",2017-02-12,"Supplies"
"7701","Lawrence","Office Supplies","$8","$17","Home Office",2017-02-12,"Fasteners"
"7702","Lawrence","Furniture","-$53","$527","Home Office",2017-02-12,"Tables"
"7703","Detroit","Office Supplies","$6","$12","Consumer",2016-02-08,"Paper"
"7704","Detroit","Technology","$59","$210","Consumer",2016-02-08,"Phones"
"7705","Detroit","Furniture","$99","$448","Consumer",2016-02-08,"Tables"
"7706","Detroit","Technology","$163","$480","Consumer",2016-02-08,"Accessories"
"7707","Detroit","Office Supplies","$3","$9","Consumer",2016-02-08,"Art"
"7708","Orem","Office Supplies","$4","$12","Corporate",2017-02-10,"Art"
"7709","Philadelphia","Technology","$1","$41","Consumer",2014-02-10,"Accessories"
"7710","Philadelphia","Office Supplies","-$10","$14","Consumer",2014-02-10,"Binders"
"7711","Mesa","Technology","$33","$88","Consumer",2015-02-04,"Phones"
"7712","Fayetteville","Furniture","$16","$78","Consumer",2017-02-10,"Furnishings"
"7713","Fayetteville","Office Supplies","-$29","$147","Consumer",2017-02-10,"Storage"
"7714","Fayetteville","Office Supplies","$16","$48","Consumer",2017-02-10,"Paper"
"7715","Los Angeles","Office Supplies","$73","$250","Consumer",2014-02-12,"Appliances"
"7716","Philadelphia","Technology","$1","$41","Consumer",2017-02-11,"Accessories"
"7717","Colorado Springs","Office Supplies","$9","$30","Corporate",2015-02-01,"Paper"
"7718","Colorado Springs","Office Supplies","-$1","$2","Corporate",2015-02-01,"Binders"
"7719","Los Angeles","Technology","$51","$160","Corporate",2017-02-09,"Accessories"
"7720","New York City","Office Supplies","$15","$60","Corporate",2015-02-01,"Art"
"7721","New York City","Office Supplies","$8","$17","Corporate",2015-02-01,"Envelopes"
"7722","New York City","Office Supplies","$5","$13","Corporate",2015-02-01,"Binders"
"7723","San Francisco","Office Supplies","$12","$41","Home Office",2017-02-04,"Appliances"
"7724","Austin","Furniture","-$3","$180","Corporate",2015-02-09,"Chairs"
"7725","Cleveland","Office Supplies","$18","$286","Consumer",2016-02-09,"Appliances"
"7726","Cleveland","Office Supplies","-$5","$24","Consumer",2016-02-09,"Storage"
"7727","Cleveland","Office Supplies","-$83","$332","Consumer",2016-02-09,"Storage"
"7728","New York City","Office Supplies","$6","$18","Home Office",2015-02-03,"Art"
"7729","El Paso","Office Supplies","$4","$18","Consumer",2016-02-11,"Art"
"7730","Tallahassee","Technology","-$76","$432","Home Office",2016-02-09,"Accessories"
"7731","Seattle","Furniture","-$25","$291","Home Office",2017-02-06,"Chairs"
"7732","Dallas","Office Supplies","$36","$115","Home Office",2017-02-09,"Envelopes"
"7733","Houston","Office Supplies","$4","$11","Consumer",2017-02-06,"Paper"
"7734","Springfield","Office Supplies","$6","$15","Consumer",2016-02-05,"Paper"
"7735","Seattle","Office Supplies","$5","$12","Consumer",2017-02-09,"Art"
"7736","Seattle","Office Supplies","$9","$19","Corporate",2016-02-08,"Paper"
"7737","New York City","Office Supplies","$26","$70","Consumer",2014-02-05,"Binders"
"7738","Charlotte","Office Supplies","$1","$13","Consumer",2017-02-12,"Art"
"7739","Baltimore","Technology","$43","$90","Consumer",2017-02-07,"Phones"
"7740","San Francisco","Office Supplies","$3","$7","Home Office",2014-02-11,"Paper"
"7741","San Francisco","Technology","$28","$95","Home Office",2014-02-11,"Accessories"
"7742","Tucson","Technology","$13","$35","Consumer",2015-02-09,"Phones"
"7743","Los Angeles","Office Supplies","$12","$26","Consumer",2017-02-08,"Paper"
"7744","Waterbury","Office Supplies","$4","$8","Corporate",2016-02-06,"Binders"
"7745","Waterbury","Technology","$153","$567","Corporate",2016-02-06,"Phones"
"7746","Waterbury","Office Supplies","$3","$10","Corporate",2016-02-06,"Art"
"7747","Chicago","Technology","$5","$25","Home Office",2015-02-12,"Accessories"
"7748","Long Beach","Office Supplies","$0","$8","Home Office",2015-02-05,"Fasteners"
"7749","Arlington","Furniture","$19","$61","Consumer",2015-02-06,"Furnishings"
"7750","Arlington","Office Supplies","$59","$450","Consumer",2015-02-06,"Storage"
"7751","Arlington","Office Supplies","$17","$35","Consumer",2015-02-06,"Binders"
"7752","Arlington","Technology","$140","$468","Consumer",2015-02-06,"Phones"
"7753","Arlington","Office Supplies","$16","$33","Consumer",2015-02-06,"Binders"
"7754","Jacksonville","Furniture","$1","$17","Corporate",2015-02-11,"Furnishings"
"7755","Columbus","Office Supplies","$0","$3","Corporate",2015-02-12,"Art"
"7756","Charlotte","Office Supplies","$94","$268","Consumer",2017-02-11,"Paper"
"7757","Charlotte","Technology","$108","$431","Consumer",2017-02-11,"Accessories"
"7758","Buffalo","Technology","$12","$44","Corporate",2017-02-11,"Phones"
"7759","Buffalo","Furniture","$31","$155","Corporate",2017-02-11,"Furnishings"
"7760","Houston","Office Supplies","$5","$16","Corporate",2016-02-10,"Paper"
"7761","Memphis","Office Supplies","$14","$42","Consumer",2014-02-12,"Paper"
"7762","Plano","Office Supplies","$4","$10","Consumer",2017-02-12,"Paper"
"7763","Salem","Office Supplies","$1","$2","Home Office",2017-02-09,"Art"
"7764","Columbus","Office Supplies","$35","$75","Consumer",2015-02-02,"Envelopes"
"7765","Columbia","Office Supplies","$5","$18","Corporate",2017-02-08,"Art"
"7766","Columbia","Furniture","$374","$1,780","Corporate",2017-02-08,"Chairs"
"7767","Columbia","Office Supplies","$59","$220","Corporate",2017-02-08,"Art"
"7768","Portland","Office Supplies","$1","$7","Consumer",2015-02-08,"Art"
"7769","Tallahassee","Office Supplies","$9","$27","Consumer",2017-02-11,"Paper"
"7770","Riverside","Technology","$91","$1,040","Corporate",2016-02-08,"Phones"
"7771","Riverside","Office Supplies","$14","$46","Corporate",2016-02-08,"Appliances"
"7772","Lancaster","Office Supplies","-$304","$457","Consumer",2016-02-11,"Binders"
"7773","Lancaster","Technology","-$6,600","$4,500","Consumer",2016-02-11,"Machines"
"7774","Lancaster","Technology","$12","$60","Consumer",2016-02-11,"Accessories"
"7775","San Francisco","Office Supplies","$3","$6","Consumer",2016-02-04,"Envelopes"
"7776","Moreno Valley","Office Supplies","$3","$11","Home Office",2014-02-12,"Appliances"
"7777","Moreno Valley","Office Supplies","$4","$8","Home Office",2014-02-12,"Fasteners"
"7778","Moreno Valley","Office Supplies","$14","$51","Home Office",2014-02-12,"Storage"
"7779","Moreno Valley","Office Supplies","$14","$37","Home Office",2014-02-12,"Binders"
"7780","Chesapeake","Office Supplies","$55","$204","Consumer",2016-02-04,"Appliances"
"7781","Chesapeake","Technology","$8","$30","Consumer",2016-02-04,"Phones"
"7782","Chicago","Office Supplies","-$15","$9","Consumer",2015-02-03,"Binders"
"7783","Charlotte","Office Supplies","$4","$45","Corporate",2016-02-11,"Storage"
"7784","Charlotte","Furniture","-$292","$876","Corporate",2016-02-11,"Tables"
"7785","Charlotte","Office Supplies","-$35","$185","Corporate",2016-02-11,"Supplies"
"7786","New York City","Office Supplies","$12","$25","Consumer",2014-02-11,"Labels"
"7787","Chicago","Office Supplies","-$5","$3","Consumer",2016-02-05,"Binders"
"7788","Chicago","Office Supplies","$2","$8","Consumer",2016-02-05,"Fasteners"
"7789","Chicago","Furniture","-$10","$23","Consumer",2016-02-05,"Furnishings"
"7790","Chicago","Office Supplies","$10","$31","Consumer",2016-02-05,"Paper"
"7791","Philadelphia","Office Supplies","-$3","$5","Home Office",2017-02-09,"Binders"
"7792","Chicago","Office Supplies","-$3","$2","Corporate",2016-02-12,"Binders"
"7793","Dallas","Technology","-$1","$40","Corporate",2017-02-10,"Accessories"
"7794","Las Vegas","Office Supplies","$16","$32","Corporate",2015-02-12,"Paper"
"7795","Las Vegas","Office Supplies","$49","$98","Corporate",2015-02-12,"Paper"
"7796","Amarillo","Technology","$31","$307","Consumer",2015-02-07,"Phones"
"7797","Middletown","Office Supplies","$13","$27","Corporate",2015-02-10,"Binders"
"7798","New York City","Office Supplies","$22","$47","Corporate",2017-02-03,"Envelopes"
"7799","New York City","Technology","$136","$470","Corporate",2017-02-03,"Phones"
"7800","New York City","Furniture","$2","$208","Corporate",2017-02-03,"Chairs"
"7801","Philadelphia","Office Supplies","-$77","$325","Consumer",2017-02-06,"Storage"
"7802","Fresno","Furniture","$15","$40","Consumer",2014-02-03,"Furnishings"
"7803","Franklin","Office Supplies","$4","$12","Home Office",2015-02-09,"Labels"
"7804","Franklin","Office Supplies","-$63","$720","Home Office",2015-02-09,"Storage"
"7805","Franklin","Office Supplies","-$5","$25","Home Office",2015-02-09,"Storage"
"7806","Franklin","Office Supplies","$0","$3","Home Office",2015-02-09,"Art"
"7807","Franklin","Office Supplies","-$3","$3","Home Office",2015-02-09,"Binders"
"7808","Raleigh","Office Supplies","-$25","$31","Consumer",2016-02-01,"Binders"
"7809","Raleigh","Office Supplies","$6","$48","Consumer",2016-02-01,"Art"
"7810","Raleigh","Technology","$11","$109","Consumer",2016-02-01,"Phones"
"7811","Clinton","Office Supplies","$2","$5","Consumer",2016-02-02,"Paper"
"7812","Clinton","Office Supplies","$2","$8","Consumer",2016-02-02,"Art"
"7813","Clinton","Furniture","-$47","$550","Consumer",2016-02-02,"Tables"
"7814","Clinton","Furniture","$5","$11","Consumer",2016-02-02,"Furnishings"
"7815","Los Angeles","Furniture","$141","$1,498","Home Office",2017-02-06,"Bookcases"
"7816","Los Angeles","Technology","-$4","$18","Home Office",2017-02-06,"Phones"
"7817","North Las Vegas","Office Supplies","$29","$113","Home Office",2016-02-10,"Art"
"7818","North Las Vegas","Office Supplies","$18","$36","Home Office",2016-02-10,"Paper"
"7819","North Las Vegas","Office Supplies","$1,644","$4,536","Home Office",2016-02-10,"Binders"
"7820","San Francisco","Office Supplies","$6","$12","Consumer",2017-02-01,"Fasteners"
"7821","Cranston","Office Supplies","$160","$593","Home Office",2017-02-12,"Storage"
"7822","Jackson","Office Supplies","$7","$112","Consumer",2016-02-10,"Storage"
"7823","Newark","Office Supplies","$3","$9","Home Office",2014-02-08,"Art"
"7824","Newark","Technology","$52","$150","Home Office",2014-02-08,"Accessories"
"7825","Los Angeles","Furniture","$17","$233","Corporate",2014-02-05,"Chairs"
"7826","Rome","Furniture","$15","$91","Corporate",2015-02-02,"Chairs"
"7827","Chicago","Technology","$38","$509","Corporate",2017-02-10,"Phones"
"7828","Chicago","Office Supplies","$3","$10","Corporate",2017-02-10,"Envelopes"
"7829","San Diego","Furniture","$6","$64","Corporate",2015-02-04,"Chairs"
"7830","San Diego","Office Supplies","$15","$60","Corporate",2015-02-04,"Art"
"7831","San Diego","Technology","$39","$312","Corporate",2015-02-04,"Phones"
"7832","San Diego","Office Supplies","$18","$50","Corporate",2015-02-04,"Binders"
"7833","Houston","Technology","$2","$19","Consumer",2016-02-05,"Phones"
"7834","West Palm Beach","Office Supplies","$2","$13","Home Office",2015-02-01,"Art"
"7835","Los Angeles","Furniture","-$15","$242","Consumer",2015-02-04,"Tables"
"7836","Los Angeles","Technology","$42","$480","Consumer",2015-02-04,"Phones"
"7837","Seattle","Furniture","-$12","$307","Corporate",2015-02-09,"Chairs"
"7838","Seattle","Office Supplies","$6","$13","Corporate",2015-02-09,"Labels"
"7839","Seattle","Technology","$58","$160","Corporate",2015-02-09,"Accessories"
"7840","Des Moines","Office Supplies","$3","$6","Consumer",2014-02-03,"Envelopes"
