"","City","Category","Profit","Sales","Segment"
"8601","Fresno","Office Supplies","$11","$41","Corporate"
"8602","Fresno","Office Supplies","$3","$7","Corporate"
"8603","Reno","Technology","$59","$476","Home Office"
"8604","San Antonio","Technology","-$5","$30","Corporate"
"8605","San Antonio","Technology","-$6","$166","Corporate"
"8606","San Antonio","Technology","$14","$181","Corporate"
"8607","New Bedford","Technology","$8","$23","Consumer"
"8608","New York City","Furniture","$21","$57","Consumer"
"8609","New York City","Office Supplies","$4","$16","Consumer"
"8610","New York City","Furniture","-$44","$354","Consumer"
"8611","New York City","Furniture","$7","$14","Consumer"
"8612","Oxnard","Technology","$29","$83","Consumer"
"8613","Los Angeles","Office Supplies","$10","$40","Corporate"
"8614","Oakland","Technology","$178","$480","Consumer"
"8615","Edmonds","Office Supplies","$3","$7","Consumer"
"8616","Edmonds","Office Supplies","$4","$14","Consumer"
"8617","Edmonds","Office Supplies","$40","$82","Consumer"
"8618","Edmonds","Office Supplies","$14","$40","Consumer"
"8619","Los Angeles","Furniture","-$15","$400","Corporate"
"8620","New York City","Office Supplies","$17","$65","Corporate"
"8621","Dallas","Furniture","-$20","$31","Consumer"
"8622","Franklin","Office Supplies","$2","$21","Corporate"
"8623","Phoenix","Office Supplies","$4","$40","Consumer"
"8624","Miami","Office Supplies","-$101","$121","Consumer"
"8625","Miami","Technology","-$1","$112","Consumer"
"8626","Colorado Springs","Office Supplies","$5","$16","Corporate"
"8627","New York City","Office Supplies","$19","$70","Corporate"
"8628","New York City","Technology","$16","$90","Corporate"
"8629","New York City","Office Supplies","$2","$6","Corporate"
"8630","New York City","Furniture","-$120","$481","Corporate"
"8631","New York City","Office Supplies","$2","$7","Corporate"
"8632","Bethlehem","Furniture","-$78","$177","Consumer"
"8633","Bethlehem","Office Supplies","-$913","$1,370","Consumer"
"8634","Bethlehem","Office Supplies","$1","$9","Consumer"
"8635","Philadelphia","Furniture","-$89","$131","Consumer"
"8636","Louisville","Office Supplies","$45","$175","Consumer"
"8637","Louisville","Office Supplies","$215","$826","Consumer"
"8638","Seattle","Furniture","$39","$140","Consumer"
"8639","Kenosha","Technology","$144","$400","Home Office"
"8640","Henderson","Office Supplies","$6","$12","Corporate"
"8641","Dallas","Office Supplies","-$1,141","$761","Corporate"
"8642","Peoria","Office Supplies","-$45","$68","Consumer"
"8643","Jacksonville","Office Supplies","$12","$32","Corporate"
"8644","Jacksonville","Office Supplies","$2","$5","Corporate"
"8645","Jacksonville","Office Supplies","-$29","$40","Corporate"
"8646","Jacksonville","Furniture","$1","$5","Corporate"
"8647","Los Angeles","Furniture","$19","$194","Consumer"
"8648","Nashville","Furniture","$11","$97","Corporate"
"8649","Charlotte","Office Supplies","$26","$705","Consumer"
"8650","Charlotte","Office Supplies","-$20","$27","Consumer"
"8651","Seattle","Office Supplies","$3","$6","Consumer"
"8652","Seattle","Furniture","$6","$14","Consumer"
"8653","Seattle","Office Supplies","$2","$7","Consumer"
"8654","Seattle","Technology","$76","$200","Consumer"
"8655","Seattle","Technology","$61","$145","Consumer"
"8656","Seattle","Technology","$20","$118","Consumer"
"8657","Seattle","Office Supplies","$24","$49","Consumer"
"8658","Seattle","Office Supplies","$10","$23","Consumer"
"8659","Chicago","Office Supplies","-$1","$1","Corporate"
"8660","Cincinnati","Office Supplies","$11","$31","Corporate"
"8661","Fort Lauderdale","Furniture","-$81","$724","Consumer"
"8662","Houston","Furniture","-$16","$22","Consumer"
"8663","Houston","Technology","$70","$619","Consumer"
"8664","Houston","Office Supplies","$42","$128","Consumer"
"8665","Lakewood","Furniture","$40","$94","Consumer"
"8666","San Francisco","Office Supplies","$13","$50","Home Office"
"8667","Philadelphia","Office Supplies","$2","$17","Corporate"
"8668","Seattle","Office Supplies","$19","$55","Home Office"
"8669","Seattle","Technology","$4","$12","Home Office"
"8670","Los Angeles","Office Supplies","$8","$17","Consumer"
"8671","Cleveland","Furniture","-$18","$182","Consumer"
"8672","Cleveland","Office Supplies","-$25","$118","Consumer"
"8673","Decatur","Office Supplies","$6","$18","Consumer"
"8674","Decatur","Furniture","-$9","$601","Consumer"
"8675","Decatur","Office Supplies","-$8","$50","Consumer"
"8676","Decatur","Office Supplies","$4","$28","Consumer"
"8677","Decatur","Furniture","-$4","$8","Consumer"
"8678","Mansfield","Furniture","-$81","$517","Consumer"
"8679","Houston","Office Supplies","-$13","$9","Home Office"
"8680","Houston","Technology","$34","$160","Home Office"
"8681","Richmond","Office Supplies","$695","$2,105","Corporate"
"8682","Richmond","Office Supplies","$12","$41","Corporate"
"8683","Arlington","Technology","$16","$48","Home Office"
"8684","San Francisco","Office Supplies","$1","$5","Consumer"
"8685","San Diego","Technology","$4","$21","Home Office"
"8686","Watertown","Office Supplies","$25","$96","Corporate"
"8687","Los Angeles","Office Supplies","$12","$232","Corporate"
"8688","Los Angeles","Office Supplies","$9","$18","Corporate"
"8689","Los Angeles","Office Supplies","$6","$12","Corporate"
"8690","Philadelphia","Office Supplies","$1","$8","Corporate"
"8691","Akron","Technology","-$56","$260","Corporate"
"8692","Akron","Technology","-$49","$247","Corporate"
"8693","Akron","Technology","$49","$280","Corporate"
"8694","San Francisco","Technology","$162","$450","Home Office"
"8695","Grand Rapids","Office Supplies","$10","$19","Home Office"
"8696","San Francisco","Furniture","$11","$301","Home Office"
"8697","Nashville","Technology","$27","$240","Corporate"
"8698","Nashville","Furniture","$9","$31","Corporate"
"8699","Nashville","Furniture","-$28","$121","Corporate"
"8700","Nashville","Technology","$224","$2,240","Corporate"
"8701","Nashville","Office Supplies","$7","$77","Corporate"
"8702","Nashville","Office Supplies","$18","$143","Corporate"
"8703","Nashville","Office Supplies","$30","$91","Corporate"
"8704","Philadelphia","Office Supplies","$0","$4","Consumer"
"8705","Houston","Technology","$12","$115","Consumer"
"8706","Reno","Office Supplies","$0","$5","Home Office"
"8707","New York City","Furniture","$13","$173","Home Office"
"8708","New York City","Office Supplies","$2","$4","Home Office"
"8709","Los Angeles","Technology","-$18","$80","Corporate"
"8710","Los Angeles","Furniture","$25","$306","Corporate"
"8711","Los Angeles","Office Supplies","$10","$345","Corporate"
"8712","San Diego","Furniture","-$23","$626","Consumer"
"8713","San Francisco","Furniture","-$30","$359","Consumer"
"8714","San Diego","Technology","$5","$72","Corporate"
"8715","San Diego","Office Supplies","$9","$30","Corporate"
"8716","Elyria","Office Supplies","-$1","$2","Corporate"
"8717","Houston","Office Supplies","-$161","$64","Home Office"
"8718","Houston","Furniture","-$5","$7","Home Office"
"8719","Houston","Office Supplies","$4","$11","Home Office"
"8720","Houston","Office Supplies","$6","$16","Home Office"
"8721","Houston","Furniture","-$119","$379","Home Office"
"8722","Houston","Office Supplies","$7","$68","Home Office"
"8723","Houston","Office Supplies","-$3","$2","Home Office"
"8724","Miami","Office Supplies","$13","$37","Home Office"
"8725","Miami","Office Supplies","$9","$25","Home Office"
"8726","Seattle","Office Supplies","$21","$46","Consumer"
"8727","Murfreesboro","Technology","$1","$5","Corporate"
"8728","Murfreesboro","Furniture","$16","$53","Corporate"
"8729","Murfreesboro","Furniture","$8","$131","Corporate"
"8730","Murfreesboro","Office Supplies","$2","$23","Corporate"
"8731","Murfreesboro","Technology","-$13","$73","Corporate"
"8732","Saint Louis","Office Supplies","$16","$53","Corporate"
"8733","Seattle","Office Supplies","$9","$19","Corporate"
"8734","Seattle","Furniture","$40","$126","Corporate"
"8735","Seattle","Technology","$245","$1,287","Corporate"
"8736","New York City","Office Supplies","$10","$65","Corporate"
"8737","Woodbury","Office Supplies","$161","$535","Corporate"
"8738","Chattanooga","Office Supplies","-$6","$8","Corporate"
"8739","Philadelphia","Office Supplies","$4","$13","Consumer"
"8740","Philadelphia","Technology","-$21","$84","Consumer"
"8741","Lafayette","Office Supplies","$21","$73","Consumer"
"8742","Lawrence","Office Supplies","$5","$11","Home Office"
"8743","Hillsboro","Furniture","$3","$11","Consumer"
"8744","Hillsboro","Technology","-$5","$53","Consumer"
"8745","Cambridge","Office Supplies","$5","$17","Home Office"
"8746","Cambridge","Office Supplies","$28","$60","Home Office"
"8747","San Diego","Furniture","$13","$211","Corporate"
"8748","San Diego","Office Supplies","$10","$31","Corporate"
"8749","San Diego","Technology","$39","$240","Corporate"
"8750","New York City","Office Supplies","$1,144","$3,050","Consumer"
"8751","New York City","Technology","$33","$134","Consumer"
"8752","Tallahassee","Office Supplies","$31","$93","Home Office"
"8753","Tallahassee","Technology","$20","$177","Home Office"
"8754","Toledo","Office Supplies","$6","$18","Consumer"
"8755","Toledo","Office Supplies","-$4","$5","Consumer"
"8756","Toledo","Office Supplies","-$5","$6","Consumer"
"8757","Columbia","Office Supplies","$11","$38","Corporate"
"8758","Columbia","Office Supplies","$25","$52","Corporate"
"8759","Columbia","Furniture","$9","$27","Corporate"
"8760","Columbia","Office Supplies","$3","$5","Corporate"
"8761","Atlanta","Office Supplies","$635","$1,271","Home Office"
"8762","Atlanta","Office Supplies","$59","$125","Home Office"
"8763","Sacramento","Office Supplies","$4","$14","Consumer"
"8764","Sacramento","Office Supplies","$7","$28","Consumer"
"8765","Fort Worth","Office Supplies","$1","$5","Corporate"
"8766","Fort Worth","Office Supplies","-$3","$2","Corporate"
"8767","Fort Worth","Office Supplies","-$68","$25","Corporate"
"8768","Fort Worth","Office Supplies","-$13","$8","Corporate"
"8769","Columbus","Technology","$58","$288","Consumer"
"8770","Louisville","Technology","$9","$147","Home Office"
"8771","Louisville","Furniture","$5","$83","Home Office"
"8772","Raleigh","Office Supplies","$94","$943","Corporate"
"8773","Raleigh","Office Supplies","$23","$74","Corporate"
"8774","New York City","Office Supplies","$7","$27","Home Office"
"8775","New York City","Office Supplies","$4","$11","Home Office"
"8776","Chicago","Office Supplies","$0","$4","Home Office"
"8777","Huntsville","Furniture","$0","$528","Corporate"
"8778","Huntsville","Office Supplies","$15","$41","Corporate"
"8779","New York City","Furniture","$7","$288","Corporate"
"8780","Salem","Office Supplies","$3","$29","Consumer"
"8781","Houston","Office Supplies","$6","$55","Corporate"
"8782","Houston","Furniture","-$36","$1,228","Corporate"
"8783","Twin Falls","Office Supplies","$7","$20","Corporate"
"8784","Twin Falls","Furniture","$260","$1,128","Corporate"
"8785","Knoxville","Office Supplies","$2","$5","Home Office"
"8786","Phoenix","Technology","$20","$196","Corporate"
"8787","Phoenix","Office Supplies","$5","$16","Corporate"
"8788","Phoenix","Technology","$54","$272","Corporate"
"8789","Monroe","Furniture","$52","$698","Consumer"
"8790","Monroe","Furniture","-$4","$78","Consumer"
"8791","Richmond","Office Supplies","$21","$47","Corporate"
"8792","Houston","Technology","$47","$538","Consumer"
"8793","Los Angeles","Office Supplies","$7","$15","Corporate"
"8794","Los Angeles","Office Supplies","$9","$23","Corporate"
"8795","Los Angeles","Technology","$73","$584","Corporate"
"8796","Los Angeles","Technology","$16","$211","Corporate"
"8797","Orem","Office Supplies","$6","$13","Consumer"
"8798","Orem","Office Supplies","$13","$46","Consumer"
"8799","Burlington","Technology","$337","$1,295","Home Office"
"8800","Philadelphia","Technology","$240","$1,800","Consumer"
"8801","Chicago","Office Supplies","$4","$11","Corporate"
"8802","Oklahoma City","Technology","$62","$222","Consumer"
"8803","Oklahoma City","Furniture","$55","$342","Consumer"
"8804","New York City","Technology","$11","$35","Corporate"
"8805","New York City","Office Supplies","$9","$19","Corporate"
"8806","Salt Lake City","Office Supplies","$37","$103","Consumer"
"8807","Utica","Furniture","$15","$40","Corporate"
"8808","Philadelphia","Office Supplies","-$28","$33","Consumer"
"8809","Philadelphia","Technology","$20","$119","Consumer"
"8810","Philadelphia","Office Supplies","$5","$15","Consumer"
"8811","Los Angeles","Office Supplies","$18","$38","Corporate"
"8812","Jackson","Office Supplies","$48","$207","Corporate"
"8813","Jackson","Office Supplies","$4","$14","Corporate"
"8814","Glendale","Furniture","$13","$266","Corporate"
"8815","Wilmington","Technology","$89","$308","Consumer"
"8816","Wilmington","Office Supplies","$21","$44","Consumer"
"8817","Wilmington","Office Supplies","$6","$13","Consumer"
"8818","Wilmington","Office Supplies","$8","$17","Consumer"
"8819","Wilmington","Office Supplies","$19","$39","Consumer"
"8820","Austin","Office Supplies","$117","$336","Consumer"
"8821","Orlando","Technology","$312","$960","Consumer"
"8822","Orlando","Office Supplies","-$3","$4","Consumer"
"8823","Orlando","Office Supplies","$4","$56","Consumer"
"8824","Orlando","Office Supplies","$4","$11","Consumer"
"8825","Reading","Office Supplies","$3","$9","Consumer"
"8826","Philadelphia","Office Supplies","$3","$7","Consumer"
"8827","Houston","Office Supplies","$9","$27","Consumer"
"8828","Houston","Office Supplies","$10","$33","Consumer"
"8829","Saint Charles","Office Supplies","$5","$11","Corporate"
"8830","Indianapolis","Office Supplies","$54","$386","Corporate"
"8831","Seattle","Office Supplies","$12","$33","Corporate"
"8832","Harrisonburg","Furniture","$14","$40","Home Office"
"8833","Rochester","Office Supplies","$457","$1,218","Consumer"
"8834","Sandy Springs","Office Supplies","$4","$16","Home Office"
"8835","Sandy Springs","Technology","$25","$90","Home Office"
"8836","Sandy Springs","Office Supplies","$4","$14","Home Office"
"8837","Sandy Springs","Office Supplies","$5","$13","Home Office"
"8838","Sandy Springs","Office Supplies","$8","$16","Home Office"
"8839","Los Angeles","Office Supplies","$18","$71","Corporate"
"8840","Los Angeles","Office Supplies","$24","$66","Corporate"
"8841","Los Angeles","Technology","$132","$300","Corporate"
"8842","San Francisco","Technology","$40","$90","Corporate"
"8843","San Francisco","Technology","$11","$32","Corporate"
"8844","Minneapolis","Office Supplies","$17","$67","Corporate"
"8845","Columbus","Office Supplies","-$6","$7","Consumer"
"8846","Columbus","Office Supplies","$2","$5","Consumer"
"8847","Columbus","Office Supplies","$30","$91","Consumer"
"8848","Columbus","Office Supplies","$13","$130","Consumer"
"8849","Raleigh","Technology","$8","$74","Corporate"
"8850","Raleigh","Furniture","$46","$160","Corporate"
"8851","Raleigh","Office Supplies","-$2","$3","Corporate"
"8852","Raleigh","Office Supplies","$3","$9","Corporate"
"8853","New York City","Office Supplies","$56","$124","Consumer"
"8854","Philadelphia","Office Supplies","$6","$56","Consumer"
"8855","Philadelphia","Technology","-$8","$618","Consumer"
"8856","Meridian","Office Supplies","$8","$21","Corporate"
"8857","Sacramento","Technology","$40","$210","Corporate"
"8858","Sacramento","Technology","-$8","$32","Corporate"
"8859","Sacramento","Office Supplies","$1,906","$5,084","Corporate"
"8860","Charlotte","Technology","$4","$36","Home Office"
"8861","Paterson","Office Supplies","$15","$31","Home Office"
"8862","Paterson","Furniture","$4","$9","Home Office"
"8863","Paterson","Office Supplies","$96","$210","Home Office"
"8864","Paterson","Office Supplies","$30","$111","Home Office"
"8865","Paterson","Office Supplies","$19","$39","Home Office"
"8866","Arlington","Office Supplies","$11","$36","Consumer"
"8867","Chicago","Furniture","-$70","$493","Consumer"
"8868","Chicago","Technology","$3","$11","Consumer"
"8869","San Diego","Technology","$77","$686","Consumer"
"8870","Seattle","Office Supplies","$5","$16","Corporate"
"8871","Seattle","Furniture","$31","$71","Corporate"
"8872","Seattle","Office Supplies","$5","$541","Corporate"
"8873","Columbus","Technology","-$71","$102","Consumer"
"8874","Columbus","Office Supplies","-$13","$18","Consumer"
"8875","Houston","Office Supplies","-$33","$22","Consumer"
"8876","Irving","Office Supplies","-$35","$185","Consumer"
"8877","Irving","Office Supplies","-$153","$59","Consumer"
"8878","Morristown","Technology","$226","$480","Consumer"
"8879","Morristown","Office Supplies","$10","$34","Consumer"
"8880","Los Angeles","Office Supplies","$93","$193","Corporate"
"8881","Los Angeles","Technology","$86","$240","Corporate"
"8882","Aurora","Technology","-$1","$50","Home Office"
"8883","Durham","Technology","$1","$16","Corporate"
"8884","Durham","Office Supplies","$4","$14","Corporate"
"8885","Columbus","Office Supplies","-$5","$7","Corporate"
"8886","Columbus","Office Supplies","-$2","$3","Corporate"
"8887","Columbus","Office Supplies","-$17","$21","Corporate"
"8888","Los Angeles","Office Supplies","$0","$276","Corporate"
"8889","Stockton","Furniture","$107","$630","Home Office"
"8890","Columbia","Technology","$220","$450","Home Office"
"8891","Columbia","Office Supplies","$752","$1,928","Home Office"
"8892","Columbus","Furniture","$30","$122","Home Office"
"8893","San Diego","Furniture","$268","$2,677","Home Office"
"8894","Texas City","Furniture","$42","$489","Consumer"
"8895","Los Angeles","Furniture","$44","$312","Consumer"
"8896","Los Angeles","Office Supplies","$3","$18","Consumer"
"8897","Los Angeles","Technology","$10","$166","Consumer"
"8898","Los Angeles","Office Supplies","$18","$38","Consumer"
"8899","Springfield","Technology","$148","$495","Corporate"
"8900","Springfield","Office Supplies","$12","$25","Corporate"
"8901","Decatur","Furniture","-$13","$32","Consumer"
"8902","Decatur","Office Supplies","$7","$18","Consumer"
"8903","Decatur","Furniture","-$38","$191","Consumer"
"8904","Decatur","Office Supplies","$4","$10","Consumer"
"8905","New York City","Office Supplies","$14","$31","Home Office"
"8906","New York City","Technology","$6","$31","Home Office"
"8907","New York City","Office Supplies","$34","$75","Home Office"
"8908","San Francisco","Technology","$7","$67","Corporate"
"8909","Moreno Valley","Office Supplies","$84","$183","Corporate"
"8910","Everett","Office Supplies","$10","$22","Consumer"
"8911","Chattanooga","Technology","$16","$96","Consumer"
"8912","Chattanooga","Technology","-$32","$144","Consumer"
"8913","Chattanooga","Office Supplies","-$3","$4","Consumer"
"8914","Chattanooga","Office Supplies","$2","$5","Consumer"
"8915","Austin","Office Supplies","$107","$857","Corporate"
"8916","Austin","Office Supplies","-$20","$13","Corporate"
"8917","Austin","Office Supplies","-$132","$49","Corporate"
"8918","Austin","Office Supplies","$27","$77","Corporate"
"8919","Austin","Office Supplies","-$28","$19","Corporate"
"8920","Virginia Beach","Furniture","$46","$178","Corporate"
"8921","Jamestown","Technology","$58","$160","Corporate"
"8922","Coral Gables","Technology","$20","$53","Corporate"
"8923","Coral Gables","Furniture","$3","$12","Corporate"
"8924","Hickory","Office Supplies","-$4","$5","Consumer"
"8925","Rockford","Technology","$144","$1,440","Consumer"
"8926","Rockford","Office Supplies","-$3","$2","Consumer"
"8927","Rockford","Furniture","-$538","$626","Consumer"
"8928","Seattle","Office Supplies","$26","$99","Corporate"
"8929","Huntsville","Furniture","-$113","$610","Consumer"
"8930","Huntsville","Furniture","-$45","$211","Consumer"
"8931","Huntsville","Technology","$18","$240","Consumer"
"8932","Milwaukee","Furniture","$23","$100","Corporate"
"8933","Milwaukee","Technology","$11","$29","Corporate"
"8934","Green Bay","Furniture","$4","$17","Corporate"
"8935","Philadelphia","Office Supplies","$4","$13","Corporate"
"8936","Philadelphia","Technology","$210","$1,120","Corporate"
"8937","Los Angeles","Office Supplies","$53","$205","Consumer"
"8938","Los Angeles","Technology","$17","$136","Consumer"
"8939","Los Angeles","Office Supplies","$7","$16","Consumer"
"8940","Los Angeles","Office Supplies","$31","$93","Consumer"
"8941","North Miami","Office Supplies","-$2","$8","Consumer"
"8942","Portland","Office Supplies","-$3","$4","Consumer"
"8943","Portland","Technology","-$252","$180","Consumer"
"8944","Aurora","Furniture","-$48","$239","Consumer"
"8945","San Francisco","Office Supplies","$81","$165","Home Office"
"8946","San Francisco","Office Supplies","$3","$11","Corporate"
"8947","New Bedford","Office Supplies","$9","$19","Corporate"
"8948","New Bedford","Office Supplies","$6","$12","Corporate"
"8949","San Diego","Office Supplies","$4","$14","Consumer"
"8950","Jackson","Furniture","-$249","$935","Consumer"
"8951","Jackson","Technology","$8","$47","Consumer"
"8952","Jackson","Office Supplies","$2","$26","Consumer"
"8953","Jackson","Office Supplies","$3","$23","Consumer"
"8954","Jackson","Office Supplies","$16","$59","Consumer"
"8955","Jacksonville","Furniture","-$8","$155","Consumer"
"8956","San Diego","Office Supplies","$4","$9","Corporate"
"8957","Hialeah","Furniture","$6","$21","Consumer"
"8958","Hialeah","Technology","-$7","$120","Consumer"
"8959","Houston","Technology","$37","$300","Consumer"
"8960","Houston","Office Supplies","-$180","$68","Consumer"
"8961","Houston","Furniture","-$24","$854","Consumer"
"8962","Houston","Office Supplies","$4","$19","Consumer"
"8963","Virginia Beach","Furniture","$71","$274","Consumer"
"8964","Virginia Beach","Technology","$19","$90","Consumer"
"8965","Virginia Beach","Furniture","$76","$757","Consumer"
"8966","Houston","Office Supplies","-$2","$1","Consumer"
"8967","Philadelphia","Technology","$14","$72","Home Office"
"8968","Philadelphia","Furniture","-$13","$470","Home Office"
"8969","Memphis","Office Supplies","-$9","$39","Consumer"
"8970","Lakewood","Office Supplies","$2","$20","Corporate"
"8971","Lakewood","Technology","-$25","$151","Corporate"
"8972","New York City","Furniture","$60","$272","Consumer"
"8973","Philadelphia","Technology","-$1","$47","Consumer"
"8974","Los Angeles","Furniture","$28","$345","Consumer"
"8975","Dallas","Office Supplies","$13","$36","Corporate"
"8976","Dallas","Office Supplies","$29","$78","Corporate"
"8977","Dallas","Furniture","-$31","$128","Corporate"
"8978","Dallas","Office Supplies","-$9","$6","Corporate"
"8979","Orange","Office Supplies","$3","$6","Corporate"
"8980","Dallas","Office Supplies","-$3","$2","Consumer"
"8981","Romeoville","Office Supplies","-$15","$9","Consumer"
"8982","Chicago","Office Supplies","-$6","$2","Consumer"
"8983","Chicago","Office Supplies","-$3","$2","Consumer"
"8984","Chicago","Furniture","-$195","$159","Consumer"
"8985","Chicago","Furniture","-$99","$146","Consumer"
"8986","Jacksonville","Furniture","$13","$78","Consumer"
"8987","Jacksonville","Office Supplies","-$74","$96","Consumer"
"8988","Jacksonville","Technology","$9","$106","Consumer"
"8989","Jacksonville","Office Supplies","$1","$9","Consumer"
"8990","Springfield","Furniture","$4","$10","Corporate"
"8991","Springfield","Technology","$2,303","$4,900","Corporate"
"8992","San Francisco","Technology","$22","$105","Home Office"
"8993","Columbia","Technology","$4","$19","Corporate"
"8994","Columbia","Furniture","-$969","$1,875","Corporate"
"8995","Hollywood","Office Supplies","$30","$91","Consumer"
"8996","Hollywood","Office Supplies","$17","$152","Consumer"
"8997","Dallas","Technology","$12","$35","Consumer"
"8998","Houston","Office Supplies","$19","$57","Consumer"
"8999","Houston","Office Supplies","$103","$274","Consumer"
"9000","Philadelphia","Furniture","-$124","$458","Home Office"
"9001","Phoenix","Office Supplies","-$6","$8","Consumer"
"9002","Sandy Springs","Technology","$1","$6","Corporate"
"9003","Sandy Springs","Office Supplies","$7","$15","Corporate"
"9004","Spokane","Technology","$26","$240","Consumer"
"9005","Spokane","Office Supplies","$6","$24","Consumer"
"9006","Milwaukee","Office Supplies","$25","$93","Corporate"
"9007","Milwaukee","Office Supplies","$11","$38","Corporate"
"9008","Milwaukee","Office Supplies","$3","$7","Corporate"
"9009","Milwaukee","Furniture","$3","$6","Corporate"
"9010","Fairfield","Office Supplies","$1","$4","Consumer"
"9011","Huntsville","Office Supplies","$13","$26","Corporate"
"9012","Houston","Technology","$21","$101","Home Office"
"9013","New York City","Furniture","$67","$136","Corporate"
"9014","Los Angeles","Office Supplies","$4","$14","Corporate"
"9015","Los Angeles","Office Supplies","$9","$19","Corporate"
"9016","Carlsbad","Office Supplies","$4","$13","Corporate"
"9017","Carlsbad","Office Supplies","$4","$11","Corporate"
"9018","Pocatello","Office Supplies","$9","$18","Consumer"
"9019","Pocatello","Office Supplies","$6","$17","Consumer"
"9020","Springfield","Technology","$8","$100","Consumer"
"9021","Springfield","Furniture","$10","$29","Consumer"
"9022","Toledo","Office Supplies","-$117","$167","Corporate"
"9023","Fort Collins","Furniture","$10","$98","Home Office"
"9024","New York City","Furniture","$1","$118","Consumer"
"9025","New York City","Technology","$9","$21","Corporate"
"9026","New York City","Technology","$10","$140","Corporate"
"9027","New York City","Furniture","$13","$38","Corporate"
"9028","Marlborough","Furniture","$6","$15","Consumer"
"9029","Marlborough","Furniture","$61","$192","Consumer"
"9030","New Rochelle","Office Supplies","$5","$14","Consumer"
"9031","Seattle","Office Supplies","$104","$315","Corporate"
"9032","Seattle","Furniture","$45","$284","Corporate"
"9033","Detroit","Furniture","$146","$488","Home Office"
"9034","Fayetteville","Office Supplies","$843","$1,794","Consumer"
"9035","Quincy","Office Supplies","-$4","$3","Consumer"
"9036","Quincy","Technology","$3","$109","Consumer"
"9037","New York City","Office Supplies","$12","$26","Consumer"
"9038","New York City","Office Supplies","$6","$23","Consumer"
"9039","Houston","Technology","-$12","$55","Consumer"
"9040","Detroit","Office Supplies","$4,946","$9,893","Consumer"
"9041","Chandler","Furniture","-$46","$74","Corporate"
"9042","Hollywood","Furniture","$17","$337","Consumer"
"9043","Los Angeles","Office Supplies","$17","$61","Corporate"
"9044","San Francisco","Technology","$163","$480","Corporate"
"9045","Sunnyvale","Office Supplies","$2","$6","Corporate"
"9046","Sunnyvale","Technology","$46","$190","Corporate"
"9047","Sunnyvale","Technology","$31","$150","Corporate"
"9048","Sunnyvale","Office Supplies","$9","$30","Corporate"
"9049","Sunnyvale","Office Supplies","$22","$44","Corporate"
"9050","New York City","Office Supplies","$17","$66","Home Office"
"9051","Los Angeles","Office Supplies","$5","$11","Corporate"
"9052","San Francisco","Office Supplies","$1","$3","Corporate"
"9053","San Francisco","Office Supplies","$9","$28","Corporate"
"9054","San Francisco","Technology","$3","$29","Corporate"
"9055","Santa Ana","Office Supplies","$6","$22","Consumer"
"9056","Seattle","Technology","$9","$22","Consumer"
"9057","New York City","Furniture","$553","$2,621","Home Office"
"9058","Los Angeles","Furniture","$24","$75","Consumer"
"9059","Los Angeles","Furniture","$27","$365","Consumer"
"9060","Seattle","Furniture","$335","$1,115","Corporate"
"9061","San Diego","Office Supplies","$34","$90","Corporate"
"9062","San Diego","Office Supplies","$24","$50","Corporate"
"9063","New York City","Office Supplies","$18","$36","Corporate"
"9064","Chicago","Office Supplies","$101","$322","Consumer"
"9065","Chicago","Office Supplies","-$5","$3","Consumer"
"9066","Chicago","Office Supplies","$7","$19","Consumer"
"9067","Harrisonburg","Technology","$7","$23","Consumer"
"9068","Rockville","Technology","$24","$90","Consumer"
"9069","Des Moines","Furniture","-$3","$216","Consumer"
"9070","Des Moines","Office Supplies","$31","$66","Consumer"
"9071","Philadelphia","Furniture","$3","$11","Corporate"
"9072","Columbus","Office Supplies","$7","$25","Home Office"
"9073","Springfield","Office Supplies","$8","$17","Consumer"
"9074","Springfield","Technology","$67","$280","Consumer"
"9075","Henderson","Office Supplies","$0","$829","Corporate"
"9076","Lakewood","Office Supplies","-$6","$7","Consumer"
"9077","Lakewood","Office Supplies","$2","$27","Consumer"
"9078","Omaha","Technology","$19","$90","Corporate"
"9079","Henderson","Furniture","$35","$318","Consumer"
"9080","Henderson","Office Supplies","$3","$6","Consumer"
"9081","Santa Ana","Technology","$18","$144","Corporate"
"9082","Santa Ana","Office Supplies","$9","$19","Corporate"
"9083","Springfield","Office Supplies","$1","$6","Consumer"
"9084","Suffolk","Office Supplies","$3","$147","Corporate"
"9085","Suffolk","Office Supplies","$13","$30","Corporate"
"9086","Los Angeles","Office Supplies","$90","$277","Consumer"
"9087","Houston","Office Supplies","-$251","$93","Corporate"
"9088","Houston","Furniture","-$136","$455","Corporate"
"9089","Cary","Technology","$22","$246","Corporate"
"9090","Springfield","Office Supplies","-$63","$295","Consumer"
"9091","Louisville","Office Supplies","$105","$349","Consumer"
"9092","Troy","Office Supplies","$5","$16","Corporate"
"9093","Troy","Furniture","-$377","$483","Corporate"
"9094","Detroit","Technology","$84","$300","Consumer"
"9095","Detroit","Office Supplies","$182","$404","Consumer"
"9096","Detroit","Technology","$12","$42","Consumer"
"9097","Detroit","Office Supplies","$13","$29","Consumer"
"9098","Bloomington","Office Supplies","$16","$32","Consumer"
"9099","Dallas","Technology","$28","$370","Home Office"
"9100","Dallas","Office Supplies","$4","$10","Home Office"
"9101","Dallas","Technology","$129","$792","Home Office"
"9102","Houston","Office Supplies","$5","$24","Consumer"
