"","City","Category","Profit","Sales","Segment","Order Date","Ship Date"
"7429","Jackson","Office Supplies","$15","$30","Corporate",2014-02-03,"3/21/2014"
"7430","Jackson","Office Supplies","$6","$13","Corporate",2014-02-03,"3/21/2014"
"7431","Jackson","Office Supplies","$8","$16","Corporate",2014-02-03,"3/21/2014"
"7432","Jackson","Office Supplies","$8","$33","Corporate",2014-02-03,"3/21/2014"
"7433","Phoenix","Office Supplies","-$1","$4","Consumer",2014-02-08,"8/13/2014"
"7434","Phoenix","Office Supplies","-$7","$9","Consumer",2014-02-08,"8/13/2014"
"7435","Oxnard","Office Supplies","$3","$9","Corporate",2015-02-07,"7/31/2015"
"7436","Oxnard","Office Supplies","$8","$23","Corporate",2015-02-07,"7/31/2015"
"7437","Oxnard","Office Supplies","$26","$99","Corporate",2015-02-07,"7/31/2015"
"7438","Seattle","Office Supplies","$7","$21","Corporate",2014-02-02,"2/19/2014"
"7439","Covington","Furniture","$13","$47","Corporate",2015-02-03,"3/27/2015"
"7440","Los Angeles","Office Supplies","$7","$19","Consumer",2017-02-09,"42895"
"7441","Los Angeles","Furniture","-$3","$237","Consumer",2017-02-09,"42895"
"7442","San Diego","Office Supplies","$9","$19","Corporate",2015-02-11,"11/18/2015"
"7443","Brownsville","Office Supplies","$4","$11","Corporate",2014-02-12,"41955"
"7444","Brownsville","Office Supplies","$21","$237","Corporate",2014-02-12,"41955"
"7445","Chicago","Office Supplies","$2","$5","Home Office",2017-02-02,"42918"
"7446","Chicago","Office Supplies","$24","$66","Home Office",2017-02-02,"42918"
"7447","Chicago","Furniture","-$26","$22","Home Office",2017-02-02,"42918"
"7448","Chicago","Office Supplies","$147","$419","Home Office",2017-02-02,"42918"
"7449","Knoxville","Furniture","$14","$89","Consumer",2017-02-11,"11/14/2017"
"7450","Houston","Office Supplies","$3","$10","Home Office",2017-02-09,"9/22/2017"
"7451","Houston","Furniture","-$77","$318","Home Office",2017-02-09,"9/22/2017"
"7452","Houston","Office Supplies","-$10","$6","Home Office",2017-02-09,"9/22/2017"
"7453","Houston","Technology","$88","$1,416","Home Office",2017-02-09,"9/22/2017"
"7454","Bolingbrook","Technology","$17","$148","Consumer",2017-02-06,"42742"
"7455","Chicago","Office Supplies","$3","$9","Consumer",2016-02-07,"42468"
"7456","Chicago","Office Supplies","$52","$1,037","Consumer",2016-02-07,"42468"
"7457","Waynesboro","Technology","$148","$570","Consumer",2015-02-04,"4/18/2015"
"7458","Waynesboro","Office Supplies","$5","$9","Consumer",2015-02-04,"4/18/2015"
"7459","Waynesboro","Furniture","$120","$1,197","Consumer",2015-02-04,"4/18/2015"
"7460","Waynesboro","Furniture","$126","$523","Consumer",2015-02-04,"4/18/2015"
"7461","Los Angeles","Technology","$216","$640","Consumer",2015-02-04,"4/14/2015"
"7462","Los Angeles","Office Supplies","$24","$53","Consumer",2015-02-04,"4/14/2015"
"7463","Seattle","Technology","$81","$539","Consumer",2015-02-02,"42007"
"7464","Visalia","Office Supplies","$4","$15","Consumer",2016-02-09,"9/15/2016"
"7465","Visalia","Office Supplies","$15","$34","Consumer",2016-02-09,"9/15/2016"
"7466","Visalia","Office Supplies","$65","$262","Consumer",2016-02-09,"9/15/2016"
"7467","Los Angeles","Office Supplies","$24","$88","Corporate",2016-02-05,"5/23/2016"
"7468","Los Angeles","Furniture","$12","$35","Home Office",2017-02-11,"11/15/2017"
"7469","New York City","Office Supplies","$7","$15","Consumer",2014-02-09,"9/20/2014"
"7470","New York City","Furniture","$6","$15","Consumer",2014-02-09,"9/20/2014"
"7471","Philadelphia","Office Supplies","-$3","$4","Corporate",2015-02-09,"9/20/2015"
"7472","Philadelphia","Office Supplies","-$29","$147","Corporate",2015-02-09,"9/20/2015"
"7473","Lehi","Technology","$450","$1,500","Home Office",2016-02-07,"42436"
"7474","Chicago","Office Supplies","$3","$14","Corporate",2016-02-04,"4/15/2016"
"7475","Henderson","Furniture","$746","$2,574","Home Office",2014-02-01,"41913"
"7476","Henderson","Office Supplies","$274","$610","Home Office",2014-02-01,"41913"
"7477","Henderson","Office Supplies","$1","$5","Home Office",2014-02-01,"41913"
"7478","Henderson","Technology","$114","$392","Home Office",2014-02-01,"41913"
"7479","Henderson","Technology","$204","$756","Home Office",2014-02-01,"41913"
"7480","Henderson","Office Supplies","$0","$31","Home Office",2014-02-01,"41913"
"7481","Henderson","Office Supplies","$3","$7","Home Office",2014-02-01,"41913"
"7482","Huntington Beach","Office Supplies","$6","$13","Home Office",2016-02-09,"42438"
"7483","New York City","Office Supplies","$7","$18","Home Office",2014-02-09,"9/30/2014"
"7484","Philadelphia","Furniture","-$108","$446","Corporate",2014-02-12,"12/17/2014"
"7485","Fargo","Office Supplies","$1","$2","Home Office",2017-02-12,"43132"
"7486","Fargo","Office Supplies","$13","$26","Home Office",2017-02-12,"43132"
"7487","Dover","Office Supplies","$15","$30","Home Office",2015-02-12,"12/24/2015"
"7488","Dover","Technology","$517","$2,250","Home Office",2015-02-12,"12/24/2015"
"7489","Dover","Furniture","-$105","$1,053","Home Office",2015-02-12,"12/24/2015"
"7490","San Diego","Office Supplies","$6","$13","Consumer",2017-02-11,"42989"
"7491","Los Angeles","Furniture","$33","$107","Corporate",2015-02-09,"9/16/2015"
"7492","Utica","Technology","$6","$120","Consumer",2017-02-11,"11/16/2017"
"7493","Houston","Office Supplies","$3","$10","Consumer",2017-02-09,"9/16/2017"
"7494","Houston","Furniture","-$66","$512","Consumer",2017-02-09,"9/16/2017"
"7495","Houston","Office Supplies","-$4","$2","Consumer",2017-02-09,"9/16/2017"
"7496","Westminster","Office Supplies","$1","$4","Consumer",2017-02-07,"7/18/2017"
"7497","Westminster","Furniture","$50","$277","Consumer",2017-02-07,"7/18/2017"
"7498","Westminster","Office Supplies","$2","$5","Consumer",2017-02-07,"7/18/2017"
"7499","Westminster","Office Supplies","$21","$72","Consumer",2017-02-07,"7/18/2017"
"7500","Westminster","Furniture","$8","$19","Consumer",2017-02-07,"7/18/2017"
"7501","Westminster","Technology","$20","$141","Consumer",2017-02-07,"7/18/2017"
"7502","Westminster","Technology","$53","$470","Consumer",2017-02-07,"7/18/2017"
"7503","Los Angeles","Office Supplies","$2","$6","Consumer",2017-02-03,"3/30/2017"
"7504","Los Angeles","Technology","$19","$165","Consumer",2017-02-03,"3/30/2017"
"7505","Atlantic City","Office Supplies","$12","$23","Corporate",2016-02-01,"42462"
"7506","Skokie","Office Supplies","-$19","$12","Consumer",2017-02-06,"6/13/2017"
"7507","San Francisco","Technology","$5","$46","Consumer",2014-02-11,"41801"
"7508","San Francisco","Office Supplies","$105","$363","Consumer",2014-02-11,"41801"
"7509","Columbus","Office Supplies","$3","$9","Consumer",2017-02-07,"7/18/2017"
"7510","Columbus","Technology","-$378","$1,890","Consumer",2017-02-07,"7/18/2017"
"7511","Columbus","Office Supplies","$5","$62","Consumer",2017-02-07,"7/18/2017"
"7512","Columbus","Furniture","$149","$397","Consumer",2017-02-07,"7/18/2017"
"7513","Columbus","Office Supplies","$18","$239","Consumer",2017-02-07,"7/18/2017"
"7514","Columbus","Office Supplies","$2","$13","Consumer",2017-02-07,"7/18/2017"
"7515","Richmond","Office Supplies","$14","$29","Consumer",2017-02-12,"43081"
"7516","Richmond","Office Supplies","$62","$215","Consumer",2017-02-12,"43081"
"7517","Richmond","Office Supplies","$7","$16","Consumer",2017-02-12,"43081"
"7518","Richmond","Technology","$48","$146","Consumer",2017-02-12,"43081"
"7519","Richmond","Office Supplies","$1","$15","Consumer",2017-02-12,"43081"
"7520","Richmond","Office Supplies","$3","$6","Consumer",2017-02-12,"43081"
"7521","Richmond","Technology","$630","$1,400","Consumer",2017-02-12,"43081"
"7522","Lancaster","Office Supplies","-$7","$9","Consumer",2016-02-09,"42683"
"7523","Lancaster","Office Supplies","-$6","$9","Consumer",2016-02-09,"42683"
"7524","Lancaster","Furniture","-$1","$85","Consumer",2016-02-09,"42683"
"7525","Gresham","Office Supplies","$8","$22","Consumer",2014-02-09,"9/16/2014"
"7526","Gresham","Furniture","$149","$1,487","Consumer",2014-02-09,"9/16/2014"
"7527","San Francisco","Office Supplies","$33","$72","Corporate",2017-02-09,"9/26/2017"
"7528","San Francisco","Furniture","$3","$9","Corporate",2017-02-09,"9/26/2017"
"7529","San Francisco","Office Supplies","$16","$36","Corporate",2017-02-09,"9/26/2017"
"7530","San Francisco","Office Supplies","$6","$17","Corporate",2017-02-09,"9/26/2017"
"7531","San Francisco","Office Supplies","$314","$931","Corporate",2017-02-09,"9/26/2017"
"7532","Longmont","Furniture","-$13","$266","Consumer",2016-02-06,"6/19/2016"
"7533","Longmont","Furniture","$54","$483","Consumer",2016-02-06,"6/19/2016"
"7534","Greenville","Furniture","-$22","$197","Consumer",2017-02-02,"42738"
"7535","Greenville","Furniture","$6","$232","Consumer",2017-02-02,"42738"
"7536","Los Angeles","Office Supplies","$8","$30","Corporate",2017-02-03,"42920"
"7537","Houston","Furniture","-$14","$14","Consumer",2017-02-12,"42959"
"7538","San Francisco","Office Supplies","$33","$71","Consumer",2016-02-02,"2/22/2016"
"7539","Denver","Office Supplies","$13","$114","Corporate",2017-02-12,"42898"
"7540","Denver","Office Supplies","-$24","$37","Corporate",2017-02-12,"42898"
"7541","Denver","Furniture","-$364","$242","Corporate",2017-02-12,"42898"
"7542","Denver","Technology","$5","$50","Corporate",2017-02-12,"42898"
"7543","Denver","Furniture","$0","$509","Corporate",2017-02-12,"42898"
"7544","Denver","Technology","-$14","$57","Corporate",2017-02-12,"42898"
"7545","Denver","Furniture","$68","$907","Corporate",2017-02-12,"42898"
"7546","Huntsville","Technology","$72","$720","Corporate",2014-02-10,"10/15/2014"
"7547","Huntsville","Technology","$66","$756","Corporate",2014-02-10,"10/15/2014"
"7548","Huntsville","Office Supplies","-$19","$12","Corporate",2014-02-10,"10/15/2014"
"7549","Huntsville","Office Supplies","-$2","$1","Corporate",2014-02-10,"10/15/2014"
"7550","Houston","Furniture","-$12","$21","Corporate",2016-02-09,"42560"
"7551","New York City","Office Supplies","$17","$35","Corporate",2014-02-11,"11/25/2014"
"7552","New York City","Technology","$217","$834","Corporate",2014-02-11,"11/25/2014"
"7553","New York City","Office Supplies","$5","$13","Corporate",2014-02-11,"11/25/2014"
"7554","New York City","Office Supplies","$12","$26","Corporate",2014-02-11,"11/25/2014"
"7555","Philadelphia","Furniture","-$217","$350","Consumer",2014-02-05,"5/14/2014"
"7556","Philadelphia","Office Supplies","$5","$22","Consumer",2014-02-05,"5/14/2014"
"7557","Columbus","Office Supplies","$73","$158","Corporate",2017-02-11,"42778"
"7558","Columbus","Office Supplies","$224","$498","Corporate",2017-02-11,"42778"
"7559","Long Beach","Office Supplies","$155","$534","Consumer",2014-02-11,"41770"
"7560","Long Beach","Office Supplies","$82","$168","Consumer",2014-02-11,"41770"
"7561","Long Beach","Furniture","$10","$32","Consumer",2014-02-11,"41770"
"7562","Lancaster","Furniture","$0","$171","Consumer",2016-02-12,"42736"
"7563","Chicago","Furniture","$0","$199","Consumer",2016-02-09,"42560"
"7564","Denver","Technology","$14","$64","Home Office",2017-02-10,"42926"
"7565","Seattle","Furniture","-$60","$435","Consumer",2016-02-01,"42371"
"7566","Seattle","Furniture","$8","$49","Consumer",2016-02-01,"42371"
"7567","Houston","Technology","$8","$48","Corporate",2017-02-04,"4/23/2017"
"7568","Houston","Office Supplies","$7","$21","Corporate",2017-02-04,"4/23/2017"
"7569","Los Angeles","Office Supplies","$12","$26","Consumer",2014-02-12,"41924"
"7570","Los Angeles","Office Supplies","$23","$49","Consumer",2014-02-12,"41924"
"7571","Los Angeles","Office Supplies","$7","$15","Consumer",2014-02-12,"41924"
"7572","Newport News","Office Supplies","$10","$195","Corporate",2014-02-10,"10/26/2014"
"7573","Newport News","Furniture","$112","$591","Corporate",2014-02-10,"10/26/2014"
"7574","Newport News","Office Supplies","$1","$3","Corporate",2014-02-10,"10/26/2014"
"7575","Los Angeles","Office Supplies","$4","$222","Corporate",2015-02-12,"42350"
"7576","Los Angeles","Technology","$40","$236","Corporate",2015-02-12,"42350"
"7577","Seattle","Technology","$15","$42","Corporate",2014-02-11,"41831"
"7578","Seattle","Technology","$5","$53","Corporate",2014-02-11,"41831"
"7579","Omaha","Furniture","$113","$564","Home Office",2016-02-12,"12/21/2016"
"7580","Morristown","Office Supplies","$735","$2,625","Consumer",2015-02-11,"11/27/2015"
"7581","Morristown","Office Supplies","$4","$18","Consumer",2015-02-11,"11/27/2015"
"7582","Philadelphia","Office Supplies","$16","$423","Consumer",2015-02-08,"8/16/2015"
"7583","New York City","Furniture","$3","$128","Corporate",2015-02-04,"4/21/2015"
"7584","Springfield","Technology","$910","$3,500","Corporate",2014-02-03,"3/25/2014"
"7585","Springfield","Office Supplies","$7","$14","Corporate",2014-02-03,"3/25/2014"
"7586","Springfield","Office Supplies","$60","$123","Corporate",2014-02-03,"3/25/2014"
"7587","Springfield","Office Supplies","$3","$9","Corporate",2014-02-03,"3/25/2014"
"7588","Springfield","Office Supplies","$59","$123","Corporate",2014-02-03,"3/25/2014"
"7589","Roseville","Furniture","$5","$17","Consumer",2017-02-11,"11/22/2017"
"7590","Rockford","Office Supplies","$13","$129","Consumer",2015-02-09,"9/29/2015"
"7591","Philadelphia","Furniture","$12","$58","Consumer",2016-02-09,"42622"
"7592","Philadelphia","Furniture","-$19","$71","Consumer",2016-02-09,"42622"
"7593","Philadelphia","Office Supplies","$1","$8","Consumer",2016-02-09,"42622"
"7594","Philadelphia","Furniture","-$63","$887","Consumer",2016-02-09,"42622"
"7595","Detroit","Office Supplies","$70","$147","Consumer",2017-02-04,"4/24/2017"
"7596","Detroit","Office Supplies","$18","$37","Consumer",2017-02-04,"4/24/2017"
"7597","Los Angeles","Technology","$23","$226","Corporate",2015-02-06,"6/19/2015"
"7598","Springfield","Office Supplies","$0","$5","Consumer",2014-02-09,"9/22/2014"
"7599","Springfield","Office Supplies","$5","$38","Consumer",2014-02-09,"9/22/2014"
"7600","Springfield","Office Supplies","$13","$40","Consumer",2014-02-09,"9/22/2014"
"7601","Springfield","Technology","-$22","$30","Consumer",2014-02-09,"9/22/2014"
"7602","Springfield","Office Supplies","$46","$149","Consumer",2014-02-09,"9/22/2014"
"7603","Springfield","Technology","$17","$56","Consumer",2014-02-09,"9/22/2014"
"7604","Providence","Office Supplies","$6","$13","Corporate",2016-02-07,"42711"
"7605","Chicago","Furniture","-$33","$25","Consumer",2016-02-05,"5/31/2016"
"7606","Chicago","Furniture","-$2","$6","Consumer",2016-02-05,"5/31/2016"
"7607","Chicago","Office Supplies","$97","$1,297","Consumer",2016-02-05,"5/31/2016"
"7608","Dallas","Office Supplies","$20","$264","Consumer",2017-02-12,"12/27/2017"
"7609","San Francisco","Office Supplies","$12","$26","Consumer",2017-02-05,"42921"
"7610","San Francisco","Office Supplies","$7","$23","Consumer",2017-02-05,"42921"
"7611","Moreno Valley","Office Supplies","$9","$19","Consumer",2014-02-02,"2/24/2014"
"7612","Garden City","Office Supplies","$4","$10","Consumer",2015-02-02,"42310"
"7613","Garden City","Office Supplies","$2","$6","Consumer",2015-02-02,"42310"
"7614","Garden City","Office Supplies","$2","$6","Consumer",2015-02-02,"42310"
"7615","New York City","Furniture","$5","$15","Consumer",2015-02-08,"8/28/2015"
"7616","Orlando","Office Supplies","-$4","$7","Corporate",2014-02-11,"41741"
"7617","Watertown","Office Supplies","$9","$19","Consumer",2016-02-12,"12/16/2016"
"7618","Watertown","Office Supplies","$221","$680","Consumer",2016-02-12,"12/16/2016"
"7619","Los Angeles","Furniture","$9","$190","Corporate",2017-02-10,"10/29/2017"
"7620","Los Angeles","Technology","$7","$72","Corporate",2017-02-10,"10/29/2017"
"7621","Los Angeles","Technology","$47","$540","Consumer",2014-02-11,"11/29/2014"
"7622","Los Angeles","Furniture","$54","$725","Consumer",2014-02-11,"11/29/2014"
"7623","Los Angeles","Office Supplies","$3","$7","Consumer",2014-02-11,"11/29/2014"
"7624","Newark","Office Supplies","$11","$39","Home Office",2014-02-07,"7/20/2014"
"7625","Detroit","Office Supplies","$246","$851","Home Office",2015-02-05,"5/27/2015"
"7626","Detroit","Furniture","$20","$75","Home Office",2015-02-05,"5/27/2015"
"7627","Phoenix","Office Supplies","$28","$326","Corporate",2015-02-11,"11/23/2015"
"7628","Phoenix","Technology","-$1","$23","Corporate",2015-02-11,"11/23/2015"
"7629","Phoenix","Office Supplies","$5","$17","Corporate",2015-02-11,"11/23/2015"
"7630","Brownsville","Office Supplies","$113","$336","Home Office",2014-02-03,"41643"
"7631","Brownsville","Technology","$88","$252","Home Office",2014-02-03,"41643"
"7632","Brownsville","Furniture","-$9","$127","Home Office",2014-02-03,"41643"
"7633","Louisville","Furniture","$314","$1,208","Consumer",2017-02-12,"43101"
"7634","Louisville","Office Supplies","$6","$13","Consumer",2017-02-12,"43101"
"7635","Louisville","Office Supplies","$10","$35","Consumer",2017-02-12,"43101"
"7636","Louisville","Furniture","$87","$301","Consumer",2017-02-12,"43101"
"7637","Louisville","Furniture","$78","$259","Consumer",2017-02-12,"43101"
"7638","Newark","Office Supplies","$15","$60","Corporate",2017-02-03,"42950"
"7639","Newark","Office Supplies","$27","$58","Corporate",2017-02-03,"42950"
"7640","Newark","Furniture","$102","$442","Corporate",2017-02-03,"42950"
"7641","Newark","Office Supplies","$33","$68","Corporate",2017-02-03,"42950"
"7642","Pueblo","Technology","-$938","$704","Home Office",2016-02-10,"42561"
"7643","Pueblo","Office Supplies","-$15","$18","Home Office",2016-02-10,"42561"
"7644","Pueblo","Office Supplies","-$9","$12","Home Office",2016-02-10,"42561"
"7645","Pueblo","Technology","$1","$68","Home Office",2016-02-10,"42561"
"7646","Los Angeles","Furniture","$89","$892","Corporate",2015-02-04,"42312"
"7647","Greenville","Technology","-$572","$1,300","Consumer",2014-02-09,"9/13/2014"
"7648","San Francisco","Office Supplies","$2","$5","Corporate",2016-02-03,"3/16/2016"
"7649","San Francisco","Furniture","$85","$1,352","Corporate",2016-02-03,"3/16/2016"
"7650","Marion","Furniture","-$465","$1,549","Corporate",2015-02-12,"12/31/2015"
"7651","Marion","Office Supplies","$7","$20","Corporate",2015-02-12,"12/31/2015"
"7652","Dallas","Technology","-$13","$119","Consumer",2017-02-08,"42955"
"7653","Dallas","Office Supplies","-$25","$118","Consumer",2017-02-08,"42955"
"7654","Huntsville","Office Supplies","$5","$20","Corporate",2015-02-03,"3/27/2015"
"7655","Las Vegas","Furniture","$29","$81","Consumer",2015-02-11,"42047"
"7656","Las Vegas","Office Supplies","$12","$26","Consumer",2015-02-11,"42047"
"7657","Los Angeles","Office Supplies","$31","$107","Home Office",2014-02-04,"4/15/2014"
"7658","Los Angeles","Furniture","$77","$188","Home Office",2014-02-04,"4/15/2014"
"7659","Lakewood","Office Supplies","-$54","$77","Home Office",2017-02-07,"42774"
"7660","Fremont","Office Supplies","$26","$54","Corporate",2017-02-06,"42861"
"7661","Huntsville","Furniture","-$54","$77","Consumer",2014-02-01,"41974"
"7662","Huntsville","Office Supplies","-$18","$10","Consumer",2014-02-01,"41974"
"7663","Los Angeles","Office Supplies","$26","$99","Consumer",2017-02-09,"42745"
"7664","Asheville","Office Supplies","$3","$16","Consumer",2017-02-09,"9/19/2017"
"7665","Bossier City","Furniture","$10","$130","Corporate",2014-02-10,"10/26/2014"
"7666","Providence","Office Supplies","$14","$30","Home Office",2016-02-10,"42592"
"7667","Providence","Technology","$2,592","$5,400","Home Office",2016-02-10,"42592"
"7668","Providence","Office Supplies","$35","$119","Home Office",2016-02-10,"42592"
"7669","Everett","Office Supplies","$19","$40","Home Office",2015-02-11,"11/29/2015"
"7670","Everett","Office Supplies","$28","$60","Home Office",2015-02-11,"11/29/2015"
"7671","Everett","Technology","$88","$260","Home Office",2015-02-11,"11/29/2015"
"7672","Everett","Furniture","$32","$171","Home Office",2015-02-11,"11/29/2015"
"7673","Everett","Furniture","$5","$39","Home Office",2015-02-11,"11/29/2015"
"7674","Everett","Office Supplies","$70","$155","Home Office",2015-02-11,"11/29/2015"
"7675","Everett","Furniture","$0","$446","Home Office",2015-02-11,"11/29/2015"
"7676","Rancho Cucamonga","Office Supplies","$41","$153","Consumer",2017-02-05,"42983"
"7677","Charlotte","Technology","$5","$23","Consumer",2014-02-10,"41861"
"7678","Providence","Office Supplies","$92","$196","Home Office",2014-02-12,"42186"
"7679","Providence","Office Supplies","$7","$15","Home Office",2014-02-12,"42186"
"7680","Providence","Technology","$743","$1,688","Home Office",2014-02-12,"42186"
"7681","Providence","Furniture","$79","$342","Home Office",2014-02-12,"42186"
"7682","Providence","Furniture","$151","$606","Home Office",2014-02-12,"42186"
"7683","Midland","Office Supplies","$41","$187","Home Office",2015-02-04,"42009"
"7684","Midland","Office Supplies","$1,906","$3,813","Home Office",2015-02-04,"42009"
"7685","Rochester","Office Supplies","$10","$26","Consumer",2015-02-02,"2/21/2015"
"7686","Rochester","Technology","$188","$626","Consumer",2015-02-02,"2/21/2015"
"7687","Jackson","Furniture","$329","$1,569","Corporate",2016-02-11,"11/29/2016"
"7688","Jackson","Office Supplies","$8","$17","Corporate",2016-02-11,"11/29/2016"
"7689","Jackson","Technology","$62","$160","Corporate",2016-02-11,"11/29/2016"
"7690","Suffolk","Office Supplies","$50","$180","Corporate",2017-02-07,"7/17/2017"
"7691","Suffolk","Furniture","$157","$873","Corporate",2017-02-07,"7/17/2017"
"7692","Suffolk","Office Supplies","$6","$13","Corporate",2017-02-07,"7/17/2017"
"7693","Brentwood","Office Supplies","$44","$89","Consumer",2014-02-12,"42064"
"7694","Brentwood","Technology","$36","$320","Consumer",2014-02-12,"42064"
"7695","Seattle","Furniture","$15","$168","Consumer",2016-02-03,"3/22/2016"
"7696","Houston","Office Supplies","$59","$164","Home Office",2017-02-07,"42862"
"7697","Houston","Office Supplies","-$8","$5","Home Office",2017-02-07,"42862"
"7698","Lawrence","Technology","$468","$1,200","Home Office",2017-02-12,"12/18/2017"
"7699","Lawrence","Office Supplies","$2","$74","Home Office",2017-02-12,"12/18/2017"
"7700","Lawrence","Office Supplies","$7","$26","Home Office",2017-02-12,"12/18/2017"
"7701","Lawrence","Office Supplies","$8","$17","Home Office",2017-02-12,"12/18/2017"
"7702","Lawrence","Furniture","-$53","$527","Home Office",2017-02-12,"12/18/2017"
"7703","Detroit","Office Supplies","$6","$12","Consumer",2016-02-08,"42409"
"7704","Detroit","Technology","$59","$210","Consumer",2016-02-08,"42409"
"7705","Detroit","Furniture","$99","$448","Consumer",2016-02-08,"42409"
"7706","Detroit","Technology","$163","$480","Consumer",2016-02-08,"42409"
"7707","Detroit","Office Supplies","$3","$9","Consumer",2016-02-08,"42409"
"7708","Orem","Office Supplies","$4","$12","Corporate",2017-02-10,"10/19/2017"
"7709","Philadelphia","Technology","$1","$41","Consumer",2014-02-10,"10/29/2014"
"7710","Philadelphia","Office Supplies","-$10","$14","Consumer",2014-02-10,"10/29/2014"
"7711","Mesa","Technology","$33","$88","Consumer",2015-02-04,"42189"
"7712","Fayetteville","Furniture","$16","$78","Consumer",2017-02-10,"10/30/2017"
"7713","Fayetteville","Office Supplies","-$29","$147","Consumer",2017-02-10,"10/30/2017"
"7714","Fayetteville","Office Supplies","$16","$48","Consumer",2017-02-10,"10/30/2017"
"7715","Los Angeles","Office Supplies","$73","$250","Consumer",2014-02-12,"41832"
"7716","Philadelphia","Technology","$1","$41","Consumer",2017-02-11,"42958"
"7717","Colorado Springs","Office Supplies","$9","$30","Corporate",2015-02-01,"42339"
"7718","Colorado Springs","Office Supplies","-$1","$2","Corporate",2015-02-01,"42339"
"7719","Los Angeles","Technology","$51","$160","Corporate",2017-02-09,"9/14/2017"
"7720","New York City","Office Supplies","$15","$60","Corporate",2015-02-01,"42278"
"7721","New York City","Office Supplies","$8","$17","Corporate",2015-02-01,"42278"
"7722","New York City","Office Supplies","$5","$13","Corporate",2015-02-01,"42278"
"7723","San Francisco","Office Supplies","$12","$41","Home Office",2017-02-04,"4/20/2017"
"7724","Austin","Furniture","-$3","$180","Corporate",2015-02-09,"9/14/2015"
"7725","Cleveland","Office Supplies","$18","$286","Consumer",2016-02-09,"9/29/2016"
"7726","Cleveland","Office Supplies","-$5","$24","Consumer",2016-02-09,"9/29/2016"
"7727","Cleveland","Office Supplies","-$83","$332","Consumer",2016-02-09,"9/29/2016"
"7728","New York City","Office Supplies","$6","$18","Home Office",2015-02-03,"3/20/2015"
"7729","El Paso","Office Supplies","$4","$18","Consumer",2016-02-11,"42412"
"7730","Tallahassee","Technology","-$76","$432","Home Office",2016-02-09,"42379"
"7731","Seattle","Furniture","-$25","$291","Home Office",2017-02-06,"6/19/2017"
"7732","Dallas","Office Supplies","$36","$115","Home Office",2017-02-09,"9/21/2017"
"7733","Houston","Office Supplies","$4","$11","Consumer",2017-02-06,"42953"
"7734","Springfield","Office Supplies","$6","$15","Consumer",2016-02-05,"5/19/2016"
"7735","Seattle","Office Supplies","$5","$12","Consumer",2017-02-09,"9/20/2017"
"7736","Seattle","Office Supplies","$9","$19","Corporate",2016-02-08,"8/26/2016"
"7737","New York City","Office Supplies","$26","$70","Consumer",2014-02-05,"41796"
"7738","Charlotte","Office Supplies","$1","$13","Consumer",2017-02-12,"12/20/2017"
"7739","Baltimore","Technology","$43","$90","Consumer",2017-02-07,"42894"
"7740","San Francisco","Office Supplies","$3","$7","Home Office",2014-02-11,"11/26/2014"
"7741","San Francisco","Technology","$28","$95","Home Office",2014-02-11,"11/26/2014"
"7742","Tucson","Technology","$13","$35","Consumer",2015-02-09,"9/26/2015"
"7743","Los Angeles","Office Supplies","$12","$26","Consumer",2017-02-08,"8/27/2017"
"7744","Waterbury","Office Supplies","$4","$8","Corporate",2016-02-06,"6/22/2016"
"7745","Waterbury","Technology","$153","$567","Corporate",2016-02-06,"6/22/2016"
"7746","Waterbury","Office Supplies","$3","$10","Corporate",2016-02-06,"6/22/2016"
"7747","Chicago","Technology","$5","$25","Home Office",2015-02-12,"12/23/2015"
"7748","Long Beach","Office Supplies","$0","$8","Home Office",2015-02-05,"42041"
"7749","Arlington","Furniture","$19","$61","Consumer",2015-02-06,"6/24/2015"
"7750","Arlington","Office Supplies","$59","$450","Consumer",2015-02-06,"6/24/2015"
"7751","Arlington","Office Supplies","$17","$35","Consumer",2015-02-06,"6/24/2015"
"7752","Arlington","Technology","$140","$468","Consumer",2015-02-06,"6/24/2015"
"7753","Arlington","Office Supplies","$16","$33","Consumer",2015-02-06,"6/24/2015"
"7754","Jacksonville","Furniture","$1","$17","Corporate",2015-02-11,"42075"
"7755","Columbus","Office Supplies","$0","$3","Corporate",2015-02-12,"12/23/2015"
"7756","Charlotte","Office Supplies","$94","$268","Consumer",2017-02-11,"11/21/2017"
"7757","Charlotte","Technology","$108","$431","Consumer",2017-02-11,"11/21/2017"
"7758","Buffalo","Technology","$12","$44","Corporate",2017-02-11,"11/16/2017"
"7759","Buffalo","Furniture","$31","$155","Corporate",2017-02-11,"11/16/2017"
"7760","Houston","Office Supplies","$5","$16","Corporate",2016-02-10,"10/28/2016"
"7761","Memphis","Office Supplies","$14","$42","Consumer",2014-02-12,"41955"
"7762","Plano","Office Supplies","$4","$10","Consumer",2017-02-12,"42898"
"7763","Salem","Office Supplies","$1","$2","Home Office",2017-02-09,"9/28/2017"
"7764","Columbus","Office Supplies","$35","$75","Consumer",2015-02-02,"42187"
"7765","Columbia","Office Supplies","$5","$18","Corporate",2017-02-08,"43077"
"7766","Columbia","Furniture","$374","$1,780","Corporate",2017-02-08,"43077"
"7767","Columbia","Office Supplies","$59","$220","Corporate",2017-02-08,"43077"
"7768","Portland","Office Supplies","$1","$7","Consumer",2015-02-08,"8/26/2015"
